2025-09-19 14:01:29,562 INFO    MainThread:1588963 [wandb_setup.py:_flush():81] Current SDK version is 0.22.0
2025-09-19 14:01:29,565 INFO    MainThread:1588963 [wandb_setup.py:_flush():81] Configure stats pid to 1588963
2025-09-19 14:01:29,565 INFO    MainThread:1588963 [wandb_setup.py:_flush():81] Loading settings from /home/trung.le/.config/wandb/settings
2025-09-19 14:01:29,565 INFO    MainThread:1588963 [wandb_setup.py:_flush():81] Loading settings from /blue/dforte/trung.le/misc/Neurips2025_Weak_lensing/wandb/settings
2025-09-19 14:01:29,565 INFO    MainThread:1588963 [wandb_setup.py:_flush():81] Loading settings from environment variables
2025-09-19 14:01:29,565 INFO    MainThread:1588963 [wandb_init.py:setup_run_log_directory():686] Logging user logs to /blue/dforte/trung.le/misc/Neurips2025_Weak_lensing/wandb/run-20250919_140129-3dvapk3d/logs/debug.log
2025-09-19 14:01:29,565 INFO    MainThread:1588963 [wandb_init.py:setup_run_log_directory():687] Logging internal logs to /blue/dforte/trung.le/misc/Neurips2025_Weak_lensing/wandb/run-20250919_140129-3dvapk3d/logs/debug-internal.log
2025-09-19 14:01:29,565 INFO    MainThread:1588963 [wandb_init.py:monkeypatch_ipython():605] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x145f6cf69fd0>
2025-09-19 14:01:29,565 INFO    MainThread:1588963 [wandb_init.py:init():813] calling init triggers
2025-09-19 14:01:29,565 INFO    MainThread:1588963 [wandb_init.py:init():818] wandb.init called with sweep_config: {}
config: {'IMG_HEIGHT': 1424, 'IMG_WIDTH': 176, 'NUM_TARGETS': 4, 'BATCH_SIZE': 404, 'EPOCHS': 10, 'LEARNING_RATE': 0.0002, 'WEIGHT_DECAY': 0.0001, 'DEVICE': 'cuda', 'IMG_RESIZE': 256, 'split_ratio': 0.8, 'epochs_per_chunk': 1, '_wandb': {}}
2025-09-19 14:01:29,565 INFO    MainThread:1588963 [wandb_init.py:init():861] starting backend
2025-09-19 14:01:29,776 INFO    MainThread:1588963 [wandb_init.py:init():864] sending inform_init request
2025-09-19 14:01:29,778 INFO    MainThread:1588963 [wandb_init.py:init():872] backend started and connected
2025-09-19 14:01:29,779 INFO    MainThread:1588963 [wandb_run.py:_label_probe_notebook():1330] probe notebook
2025-09-19 14:01:29,781 INFO    MainThread:1588963 [wandb_init.py:init():942] updated telemetry
2025-09-19 14:01:29,800 INFO    MainThread:1588963 [wandb_init.py:init():966] communicating run to backend with 90.0 second timeout
2025-09-19 14:01:30,206 INFO    MainThread:1588963 [wandb_init.py:init():1017] starting run threads in backend
2025-09-19 14:01:30,433 INFO    MainThread:1588963 [wandb_run.py:_console_start():2506] atexit reg
2025-09-19 14:01:30,433 INFO    MainThread:1588963 [wandb_run.py:_redirect():2354] redirect: wrap_raw
2025-09-19 14:01:30,433 INFO    MainThread:1588963 [wandb_run.py:_redirect():2423] Wrapping output streams.
2025-09-19 14:01:30,433 INFO    MainThread:1588963 [wandb_run.py:_redirect():2446] Redirects installed.
2025-09-19 14:01:30,436 INFO    MainThread:1588963 [wandb_init.py:init():1057] run started, returning control to user process
2025-09-19 14:38:52,991 INFO    MainThread:1588963 [wandb_run.py:_finish():2272] finishing run huy_ben/cosmology_training/3dvapk3d
2025-09-19 14:38:52,998 INFO    MainThread:1588963 [jupyter.py:save_ipynb():404] not saving jupyter notebook
2025-09-19 14:38:52,998 INFO    MainThread:1588963 [wandb_init.py:_jupyter_teardown():590] cleaning up jupyter logic
2025-09-19 14:38:52,998 INFO    MainThread:1588963 [wandb_run.py:_atexit_cleanup():2471] got exitcode: 0
2025-09-19 14:38:52,998 INFO    MainThread:1588963 [wandb_run.py:_restore():2453] restore
2025-09-19 14:38:52,998 INFO    MainThread:1588963 [wandb_run.py:_restore():2459] restore done
2025-09-19 14:38:59,282 INFO    MainThread:1588963 [wandb_run.py:_footer_sync_info():3867] logging synced files
